sequence,labels,scores,original_article,is_football_article
real will finish abandoned match real madrid and real socieded will play the final six minutes of their match  which was abandoned on sunday because of a bomb scare.  the bernabeu was evacuated with the score at 1-1 and two minutes of normal time remaining in the game. the teams will now play the final two minutes  plus four minutes of injury time  on 5 january. brazilian ronaldo and england captain david beckham had to wait in the street in their kit after the abandonment. real sociedad president jose luis astiazaran said:  we thought the best thing was to play the time remaining.   hundreds of fans streamed across the pitch on their way to the exits after the game was called off. tourists and fans took advantage of the opportunity for a photograph between the famous stadium s goalposts. the two clubs met the spanish fa on monday and astiazaran added:  we thought about giving the game as concluded but after talking with the fa we decided there was no precedent for that and the best thing was to play the time that was remaining.  real madrid director of sport emilio butragueno praised the spectators inside the ground for their conduct.  i d like to highlight the behaviour of the fans  who showed great maturity and it was an example of good citizenship   he said. butragueno confirned  before confirming that tuesday s charity match - which has been billed as  ronaldo s friends against zidane s friends  - will go ahead as planned.  i d also like to take the chance to say that tomorrow s game will take place   butragueno declared of the  partido contra la pobreza  (game against poverty). he added:  football is important for society and we want to show that.  we also think that football should be a fiesta  we had programmed and people deserve to enjoy the game.,"['Football', 'Soccer', 'Business', 'Technology']","[0.7157430052757263, 0.2826927900314331, 0.0008713361457921565, 0.0006929147057235241]",real will finish abandoned match real madrid and real socieded will play the final six minutes of their match  which was abandoned on sunday because of a bomb scare.  the bernabeu was evacuated with the score at 1-1 and two minutes of normal time remaining in the game. the teams will now play the final two minutes  plus four minutes of injury time  on 5 january. brazilian ronaldo and england captain david beckham had to wait in the street in their kit after the abandonment. real sociedad president jose luis astiazaran said:  we thought the best thing was to play the time remaining.   hundreds of fans streamed across the pitch on their way to the exits after the game was called off. tourists and fans took advantage of the opportunity for a photograph between the famous stadium s goalposts. the two clubs met the spanish fa on monday and astiazaran added:  we thought about giving the game as concluded but after talking with the fa we decided there was no precedent for that and the best thing was to play the time that was remaining.  real madrid director of sport emilio butragueno praised the spectators inside the ground for their conduct.  i d like to highlight the behaviour of the fans  who showed great maturity and it was an example of good citizenship   he said. butragueno confirned  before confirming that tuesday s charity match - which has been billed as  ronaldo s friends against zidane s friends  - will go ahead as planned.  i d also like to take the chance to say that tomorrow s game will take place   butragueno declared of the  partido contra la pobreza  (game against poverty). he added:  football is important for society and we want to show that.  we also think that football should be a fiesta  we had programmed and people deserve to enjoy the game.,Yes
lewsey puzzle over disallowed try england s josh lewsey has claimed he was denied a late try in his side s six nations loss to ireland.  the wasps wing insisted he grounded the ball when he was bundled over the line and said referee jonathan kaplan had made a wrong decision.  i m positive i touched the ball down over the line   lewsey told bbc sport.  it certainly wasn t a turnover.  i was driven over and i put the ball on the ground. the whistle went and i let go of the ball.  lewsey added:  one of the irish players scooped it back after the whistle and to our surprise the referee then gave a turnover.  as far as i m concerned  that incident and mark cueto s effort from charlie hodgson s cross-field kick that led to what looked like a good try were the two key elements in the game.   cueto was also puzzled as to why his try had been disallowed by kaplan.  i don t think i could have been offside for  without a doubt  i was behind the ball   said the sale player.  the move was a planned technique  it was not off the cuff. we rehearse it time and time again.  i wouldn t say we were robbed  some decisions go with you and some go against you. today they went against us and that s tough at international level.,"['Football', 'Soccer', 'Technology', 'Business']","[0.9311994314193726, 0.06011730805039406, 0.004921864252537489, 0.0037613515742123127]",lewsey puzzle over disallowed try england s josh lewsey has claimed he was denied a late try in his side s six nations loss to ireland.  the wasps wing insisted he grounded the ball when he was bundled over the line and said referee jonathan kaplan had made a wrong decision.  i m positive i touched the ball down over the line   lewsey told bbc sport.  it certainly wasn t a turnover.  i was driven over and i put the ball on the ground. the whistle went and i let go of the ball.  lewsey added:  one of the irish players scooped it back after the whistle and to our surprise the referee then gave a turnover.  as far as i m concerned  that incident and mark cueto s effort from charlie hodgson s cross-field kick that led to what looked like a good try were the two key elements in the game.   cueto was also puzzled as to why his try had been disallowed by kaplan.  i don t think i could have been offside for  without a doubt  i was behind the ball   said the sale player.  the move was a planned technique  it was not off the cuff. we rehearse it time and time again.  i wouldn t say we were robbed  some decisions go with you and some go against you. today they went against us and that s tough at international level.,No
bellamy fined after row newcastle have fined their welsh striker craig bellamy two weeks  wages - about £80 000 - following his row with manager graeme souness.  but bellamy  25  has not been put on the transfer list  although he did not train with the first team on tuesday. magpies chairman freddy shepherd told the newcastle evening chronicle:  it is not about money. it is about a player thinking he is bigger than this club.  no individual is  be it the chairman  the manager or a player.  souness dropped bellamy for sunday s game against arsenal  claiming the welshman had feigned injury after being asked to play out of position.  when i heard what the manager was saying i was in shock   bellamy said.  i thought  not only has he gone behind my back  he s lying    he said in response to souness  remarks. and the wales international refused to apologise.  i won t apologise because i have done nothing wrong   he told the evening chronicle.  there s no doubt about it  i am out of here.  the difficult relationship between souness and bellamy boiled over at the weekend  and has led to a war of words in the media.  bellamy s claim that souness had lied about the background to the bust-up was strongly denied by shepherd  who accused the striker of  cheating  the club.  i wish to put the record straight regarding the bellamy situation   said shepherd.  craig walked off the training ground saying his hamstring was tight (on friday)  but what he failed to reveal was that he had told other members of the squad before training that he intended to feign injury.  when graeme discovered this he immediately ordered bellamy to attend a meeting in my office.  at that meeting bellamy admitted to graeme and i that he had told the players that he was going to  fake  an injury in training and walk off.  he also agreed at that meeting to apologise to his team-mates for his behaviour. he didn t do this which resulted in the action taken by the manager at the weekend  which i fully support.  in my book this is cheating on the club  the supporters  the manager and his own team-mates.  he is paid extremely well and i consider his behaviour to be totally unacceptable and totally unprofessional.   bellamy s latest outburst would appear to make his chances of a first-team recall remote. but even before newcastle said the player would not be sold  bellamy insisted he had no intention of handing in a transfer request.  i don t want the fans to think for one minute that i wouldn t play for this club   he said.  i d play anywhere for this club  even in goal.  it s a very difficult situation for me at the moment but i d never ask to leave this club.  this club means so much to me. i couldn t do it because i know i couldn t come back here and play against newcastle. it would hurt too much.,"['Football', 'Soccer', 'Business', 'Technology']","[0.7311679720878601, 0.2593270242214203, 0.006074061151593924, 0.003430879907682538]",bellamy fined after row newcastle have fined their welsh striker craig bellamy two weeks  wages - about £80 000 - following his row with manager graeme souness.  but bellamy  25  has not been put on the transfer list  although he did not train with the first team on tuesday. magpies chairman freddy shepherd told the newcastle evening chronicle:  it is not about money. it is about a player thinking he is bigger than this club.  no individual is  be it the chairman  the manager or a player.  souness dropped bellamy for sunday s game against arsenal  claiming the welshman had feigned injury after being asked to play out of position.  when i heard what the manager was saying i was in shock   bellamy said.  i thought  not only has he gone behind my back  he s lying    he said in response to souness  remarks. and the wales international refused to apologise.  i won t apologise because i have done nothing wrong   he told the evening chronicle.  there s no doubt about it  i am out of here.  the difficult relationship between souness and bellamy boiled over at the weekend  and has led to a war of words in the media.  bellamy s claim that souness had lied about the background to the bust-up was strongly denied by shepherd  who accused the striker of  cheating  the club.  i wish to put the record straight regarding the bellamy situation   said shepherd.  craig walked off the training ground saying his hamstring was tight (on friday)  but what he failed to reveal was that he had told other members of the squad before training that he intended to feign injury.  when graeme discovered this he immediately ordered bellamy to attend a meeting in my office.  at that meeting bellamy admitted to graeme and i that he had told the players that he was going to  fake  an injury in training and walk off.  he also agreed at that meeting to apologise to his team-mates for his behaviour. he didn t do this which resulted in the action taken by the manager at the weekend  which i fully support.  in my book this is cheating on the club  the supporters  the manager and his own team-mates.  he is paid extremely well and i consider his behaviour to be totally unacceptable and totally unprofessional.   bellamy s latest outburst would appear to make his chances of a first-team recall remote. but even before newcastle said the player would not be sold  bellamy insisted he had no intention of handing in a transfer request.  i don t want the fans to think for one minute that i wouldn t play for this club   he said.  i d play anywhere for this club  even in goal.  it s a very difficult situation for me at the moment but i d never ask to leave this club.  this club means so much to me. i couldn t do it because i know i couldn t come back here and play against newcastle. it would hurt too much.,Yes
legendary dutch boss michels dies legendary dutch coach rinus michels  the man credited with developing  total football   has died aged 77.  referred to in the netherlands as  the general   michels led the dutch at the 1974 world cup - when they reached the final only to lose 2-1 to germany. however  he guided his side to the 1988 european championship title with a 2-0 win over the soviet union in the final. michels played for ajax and coached the side to four national titles between 1965-71 and a european cup in 1971. his 1970s dutch team was built around johan cruyff and johan neeskens and introduced the concept of  total football  to the world. the strategy was to foster team coherence and individual imagination - with all players possessing the skills to play in any part of the pitch. cruyff was the on-field organiser of a team whose players rotated in and out of defence at will and was encouraged to play creative attacking football. michels had recently undergone heart surgery and dutch football federation (knvb) spokesman frank huizinga said:  he was one of the best coaches we had in history.  the no-nonsense coach also enjoyed spells at barcelona  who he took to a spanish title in 1974  fc cologne and bayer leverkusen. michels  named coach of the century by world football s governing body fifa in 1999  also won five caps for the netherlands as a bruising centre forward. dutch sports minister clemence ross-van dorp said:  he was the man who  together with cruyff  made dutch football big.,"['Football', 'Soccer', 'Business', 'Technology']","[0.70667964220047, 0.29250961542129517, 0.0004069488204549998, 0.0004037751641590148]",legendary dutch boss michels dies legendary dutch coach rinus michels  the man credited with developing  total football   has died aged 77.  referred to in the netherlands as  the general   michels led the dutch at the 1974 world cup - when they reached the final only to lose 2-1 to germany. however  he guided his side to the 1988 european championship title with a 2-0 win over the soviet union in the final. michels played for ajax and coached the side to four national titles between 1965-71 and a european cup in 1971. his 1970s dutch team was built around johan cruyff and johan neeskens and introduced the concept of  total football  to the world. the strategy was to foster team coherence and individual imagination - with all players possessing the skills to play in any part of the pitch. cruyff was the on-field organiser of a team whose players rotated in and out of defence at will and was encouraged to play creative attacking football. michels had recently undergone heart surgery and dutch football federation (knvb) spokesman frank huizinga said:  he was one of the best coaches we had in history.  the no-nonsense coach also enjoyed spells at barcelona  who he took to a spanish title in 1974  fc cologne and bayer leverkusen. michels  named coach of the century by world football s governing body fifa in 1999  also won five caps for the netherlands as a bruising centre forward. dutch sports minister clemence ross-van dorp said:  he was the man who  together with cruyff  made dutch football big.,Yes
o driscoll saves irish blushes two moments of magic from brian o driscoll guided ireland to a workmanlike victory against italy.  a pair of classic outside breaks from the ireland captain set up tries for geordan murphy and peter stringer. italy led 9-8 early in the second half but stringer s try gave ireland a lead they never lost. the hosts cut the gap to 18-12 with 10 minutes left and nearly scored through ludovico nitoglia  but denis hickie s try ensured an irish victory. italy came flying out of the blocks and took the lead through a luciano orquera penalty after seven minutes.  it could have been better for the hosts but the fly-half missed two kickable penalties and ireland drew level with a ronan o gara penalty midway through the first half. the italians were driving at the heart of the irish defence and  for the first quarter  the irish pack struggled to secure any ball for their talented backs.  when they finally did  just before the half-hour mark  o driscoll promptly created a sparkling try for murphy. the ireland captain ran a dummy scissors and made a magical outside break before drawing the full-back and putting the diving murphy in at the corner. o gara missed the twice-taken conversion and the visitors found themselves trailing once again. roland de marigny took over the kicking duties for italy from the hapless orquera  and he landed a penalty either side of the break to edge italy into a 9-8 lead.  the only ireland player offering a real threat was o driscoll  and it was his break that set up the second try for the visitors. shane horgan threw an overhead pass as he was about to be forced into touch and stringer scooted over  with o gara landing the tricky conversion. a penalty apiece saw ireland leading 18-12 as the game entered the final quarter  but they were lucky to survive when italy launched a series of attacks. winger nitoglia dropped the ball as he reached for the line and italy nearly rumbled over from a driving maul.  an o gara penalty put ireland more than a converted try ahead and they made the game safe when hickie latched onto an inside pass from murphy and crossed for a converted try. o driscoll limped off late on  joining centre partner gordon d arcy on the sidelines  and the final word went to italy. prop martin castrogiovanni powered over for a try which was fitting reward for an italian pack which had kept the irish under pressure throughout.  de marigny; mi bergamasco  canale  masi  nitoglia; orquera  troncon; lo cicero  ongaro  castrogiovanni; dellape  bortolami; persico  ma bergamasco  parisse.  perugini  intoppa  del fava  dal maso  griffen  pozzebon  robertson.  murphy  horgan  o driscoll  d arcy  hickie  o gara  stringer  corrigan  byrne  hayes  o kelly  o connell  s easterby  leamy  foley.  sheahan  horan  o callaghan  miller  g easterby  humphreys  dempsey.  p o brien (new zealand),"['Football', 'Soccer', 'Business', 'Technology']","[0.8903563618659973, 0.07724820822477341, 0.016230851411819458, 0.016164634376764297]",o driscoll saves irish blushes two moments of magic from brian o driscoll guided ireland to a workmanlike victory against italy.  a pair of classic outside breaks from the ireland captain set up tries for geordan murphy and peter stringer. italy led 9-8 early in the second half but stringer s try gave ireland a lead they never lost. the hosts cut the gap to 18-12 with 10 minutes left and nearly scored through ludovico nitoglia  but denis hickie s try ensured an irish victory. italy came flying out of the blocks and took the lead through a luciano orquera penalty after seven minutes.  it could have been better for the hosts but the fly-half missed two kickable penalties and ireland drew level with a ronan o gara penalty midway through the first half. the italians were driving at the heart of the irish defence and  for the first quarter  the irish pack struggled to secure any ball for their talented backs.  when they finally did  just before the half-hour mark  o driscoll promptly created a sparkling try for murphy. the ireland captain ran a dummy scissors and made a magical outside break before drawing the full-back and putting the diving murphy in at the corner. o gara missed the twice-taken conversion and the visitors found themselves trailing once again. roland de marigny took over the kicking duties for italy from the hapless orquera  and he landed a penalty either side of the break to edge italy into a 9-8 lead.  the only ireland player offering a real threat was o driscoll  and it was his break that set up the second try for the visitors. shane horgan threw an overhead pass as he was about to be forced into touch and stringer scooted over  with o gara landing the tricky conversion. a penalty apiece saw ireland leading 18-12 as the game entered the final quarter  but they were lucky to survive when italy launched a series of attacks. winger nitoglia dropped the ball as he reached for the line and italy nearly rumbled over from a driving maul.  an o gara penalty put ireland more than a converted try ahead and they made the game safe when hickie latched onto an inside pass from murphy and crossed for a converted try. o driscoll limped off late on  joining centre partner gordon d arcy on the sidelines  and the final word went to italy. prop martin castrogiovanni powered over for a try which was fitting reward for an italian pack which had kept the irish under pressure throughout.  de marigny; mi bergamasco  canale  masi  nitoglia; orquera  troncon; lo cicero  ongaro  castrogiovanni; dellape  bortolami; persico  ma bergamasco  parisse.  perugini  intoppa  del fava  dal maso  griffen  pozzebon  robertson.  murphy  horgan  o driscoll  d arcy  hickie  o gara  stringer  corrigan  byrne  hayes  o kelly  o connell  s easterby  leamy  foley.  sheahan  horan  o callaghan  miller  g easterby  humphreys  dempsey.  p o brien (new zealand),No
santini resigns as spurs manager tottenham manager jacques santini has resigned for  personal reasons .  the former france manager moved to white hart lane this summer but now wants to return to france. santini said:  my time at tottenham has been memorable and it is with deep regret that i take my leave. i wish the club and the supporters all the best.  private issues in my personal life have arisen which caused my decision. i very much hope that the wonderful fans will respect my decision.  he added:  i should like to thank (sporting director) frank arnesen and (chairman) daniel levy for their understanding.  assistant coach martin jol has been put in temporary charge and will take care of team affairs for saturday s premiership match against charlton.  arnesen said the club were sad to see santini go:  we are obviously disappointed that jacques is leaving us. we fully respect his decision.  i can assure you that the club will act swiftly to minimise the impact of jacques  departure.  our priority is to ensure that this season s performance remains unaffected by this move.  i shall make a further statement on monday  clarifying our position. we wish jacques well.,"['Football', 'Soccer', 'Business', 'Technology']","[0.7576149702072144, 0.23123061656951904, 0.00944448634982109, 0.0017098995158448815]",santini resigns as spurs manager tottenham manager jacques santini has resigned for  personal reasons .  the former france manager moved to white hart lane this summer but now wants to return to france. santini said:  my time at tottenham has been memorable and it is with deep regret that i take my leave. i wish the club and the supporters all the best.  private issues in my personal life have arisen which caused my decision. i very much hope that the wonderful fans will respect my decision.  he added:  i should like to thank (sporting director) frank arnesen and (chairman) daniel levy for their understanding.  assistant coach martin jol has been put in temporary charge and will take care of team affairs for saturday s premiership match against charlton.  arnesen said the club were sad to see santini go:  we are obviously disappointed that jacques is leaving us. we fully respect his decision.  i can assure you that the club will act swiftly to minimise the impact of jacques  departure.  our priority is to ensure that this season s performance remains unaffected by this move.  i shall make a further statement on monday  clarifying our position. we wish jacques well.,Yes
benitez joy as reds take control liverpool boss rafael benitez was satisfied after his team s 3-1 win over bayer leverkusen despite conceding a goal in the last minute.   before the game if you had said the score will be 3-1 i would have happily accepted that   said benitez.  but you must realise that you have to concentrate right to the very last seconds of a game at this level.  i have confidence that we can complete the task in germany. i am always confident and we must be positive.   benitez defended goalkeeper jerzy dudek  whose failure to hold on to dimitar berbatov s weak drive allowed franca to score with the last kick of the game - and give the german team a lifeline for the second leg.  for me it was not jerzy dudek s fault   added benitez.  he had played a very good game - and had we scored our other chances  nobody would be talking about about their goal. it would not have mattered.  if we had scored our other chances it would not have been worth remembering that last goal.  in my opinion jerzy played well  made two very fine saves - and i am happy with him.  if we lose 2-0 we are out but i think we can score in germany - certainly one  and that will make all the difference.  and the liverpool boss is looking forward to having skipper steven gerrard  who was suspended for the anfield leg  back for the return in germany.   steven gerrard is a key player for us   said benitez.  when he is on the pitch he makes everyone else play better - and the opposition pay special attention to him - which gives space for others.  steven is one of the best players in the world  but i need a team that is not about just one player. there must be 11 players on the pitch all doing well.,"['Football', 'Soccer', 'Technology', 'Business']","[0.7268542051315308, 0.27143701910972595, 0.0009740330278873444, 0.0007347936043515801]",benitez joy as reds take control liverpool boss rafael benitez was satisfied after his team s 3-1 win over bayer leverkusen despite conceding a goal in the last minute.   before the game if you had said the score will be 3-1 i would have happily accepted that   said benitez.  but you must realise that you have to concentrate right to the very last seconds of a game at this level.  i have confidence that we can complete the task in germany. i am always confident and we must be positive.   benitez defended goalkeeper jerzy dudek  whose failure to hold on to dimitar berbatov s weak drive allowed franca to score with the last kick of the game - and give the german team a lifeline for the second leg.  for me it was not jerzy dudek s fault   added benitez.  he had played a very good game - and had we scored our other chances  nobody would be talking about about their goal. it would not have mattered.  if we had scored our other chances it would not have been worth remembering that last goal.  in my opinion jerzy played well  made two very fine saves - and i am happy with him.  if we lose 2-0 we are out but i think we can score in germany - certainly one  and that will make all the difference.  and the liverpool boss is looking forward to having skipper steven gerrard  who was suspended for the anfield leg  back for the return in germany.   steven gerrard is a key player for us   said benitez.  when he is on the pitch he makes everyone else play better - and the opposition pay special attention to him - which gives space for others.  steven is one of the best players in the world  but i need a team that is not about just one player. there must be 11 players on the pitch all doing well.,Yes
fa decides not to punish mourinho the football association will take no action against chelsea boss jose mourinho following his sending-off in sunday s carling cup final.  mourinho  who was sent from the touchline for appearing to taunt liverpool fans  has been  reminded of his responsibilities to the game . but the fa confirmed:  there will be no further action taken in this matter.  mourinho claimed his  silence  gesture was aimed at the media  although they were on the other side of the ground. the former porto coach was forced to watch the climax of his side s 3-2 victory over liverpool on television after being ushered away from the touchline by fourth official phil crossley. his gesture came after chelsea s equaliser on 79 minutes courtesy of a steven gerrard own goal. mourinho still faces an fa investigation into his allegation that manchester united s players  cheated  during january s carling cup semi-final at stamford bridge.  and uefa could also launch disciplinary action following mourinho s failure to attend a compulsory post-match press conference after chelsea s champions league defeat at barcelona last week. in addition  some time this month  chelsea must also answer a charge of failing to control their players during the premiership win at blackburn in february. and a charge of failing to control their supporters following a carling cup meeting with west ham earlier this season is still to be heard. the premier league is also continuing investigations into allegations chelsea officials tapped up arsenal defender ashley cole in january.,"['Football', 'Soccer', 'Business', 'Technology']","[0.7197005152702332, 0.27874886989593506, 0.0007848934037610888, 0.0007656730595044792]",fa decides not to punish mourinho the football association will take no action against chelsea boss jose mourinho following his sending-off in sunday s carling cup final.  mourinho  who was sent from the touchline for appearing to taunt liverpool fans  has been  reminded of his responsibilities to the game . but the fa confirmed:  there will be no further action taken in this matter.  mourinho claimed his  silence  gesture was aimed at the media  although they were on the other side of the ground. the former porto coach was forced to watch the climax of his side s 3-2 victory over liverpool on television after being ushered away from the touchline by fourth official phil crossley. his gesture came after chelsea s equaliser on 79 minutes courtesy of a steven gerrard own goal. mourinho still faces an fa investigation into his allegation that manchester united s players  cheated  during january s carling cup semi-final at stamford bridge.  and uefa could also launch disciplinary action following mourinho s failure to attend a compulsory post-match press conference after chelsea s champions league defeat at barcelona last week. in addition  some time this month  chelsea must also answer a charge of failing to control their players during the premiership win at blackburn in february. and a charge of failing to control their supporters following a carling cup meeting with west ham earlier this season is still to be heard. the premier league is also continuing investigations into allegations chelsea officials tapped up arsenal defender ashley cole in january.,Yes
murray returns to scotland fold euan murray has been named in the scotland training squad after an eight-week ban  ahead of saturday s six nations match with ireland.  the glasgow forward s ban for stamping ended on 2 february.  i m just happy to be back playing and be involved with the squad   said murray on monday.  hopefully i can get a couple of games under my belt and i might have a chance of playing later in the six nations. i m just glad to be part of it all.   backs: mike blair (edinburgh rugby)  andy craig (glasgow rugby)  chris cusiter (the borders)  simon danielli (the borders)  marcus di rollo (edinburgh rugby)  phil godman (edinburgh rugby)  calvin howarth (glasgow rugby)  ben hinshelwood (worcester warriors)  andrew henderson (glasgow rugby)  rory lamont (glasgow rugby)  sean lamont (glasgow rugby)  dan parks (glasgow rugby)  chris paterson (edinburgh rugby)  gordon ross (leeds tykes)  hugo southwell (edinburgh rugby)  simon webster (edinburgh rugby) forwards: ross beattie (northampton saints)  gordon bulloch (captain  glasgow rugby)  david callam (edinburgh rugby)  bruce douglas (the borders)  jon dunbar (leeds tykes)  iain fullarton (saracens)  stuart grimes (newcastle falcons)  nathan hines (edinburgh rugby)  allister hogg (edinburgh rugby)  gavin kerr (leeds tykes)  nick lloyd (saracens)  scott lawson (glasgow rugby)  euan murray (glasgow rugby)  scott murray (edinburgh rugby)  jon petrie (glasgow rugby)  robbie russell (london irish)  tom smith (northampton saints)  jason white (sale sharks).,"['Football', 'Soccer', 'Business', 'Technology']","[0.9534251689910889, 0.031486786901950836, 0.009053395129740238, 0.006034648045897484]",murray returns to scotland fold euan murray has been named in the scotland training squad after an eight-week ban  ahead of saturday s six nations match with ireland.  the glasgow forward s ban for stamping ended on 2 february.  i m just happy to be back playing and be involved with the squad   said murray on monday.  hopefully i can get a couple of games under my belt and i might have a chance of playing later in the six nations. i m just glad to be part of it all.   backs: mike blair (edinburgh rugby)  andy craig (glasgow rugby)  chris cusiter (the borders)  simon danielli (the borders)  marcus di rollo (edinburgh rugby)  phil godman (edinburgh rugby)  calvin howarth (glasgow rugby)  ben hinshelwood (worcester warriors)  andrew henderson (glasgow rugby)  rory lamont (glasgow rugby)  sean lamont (glasgow rugby)  dan parks (glasgow rugby)  chris paterson (edinburgh rugby)  gordon ross (leeds tykes)  hugo southwell (edinburgh rugby)  simon webster (edinburgh rugby) forwards: ross beattie (northampton saints)  gordon bulloch (captain  glasgow rugby)  david callam (edinburgh rugby)  bruce douglas (the borders)  jon dunbar (leeds tykes)  iain fullarton (saracens)  stuart grimes (newcastle falcons)  nathan hines (edinburgh rugby)  allister hogg (edinburgh rugby)  gavin kerr (leeds tykes)  nick lloyd (saracens)  scott lawson (glasgow rugby)  euan murray (glasgow rugby)  scott murray (edinburgh rugby)  jon petrie (glasgow rugby)  robbie russell (london irish)  tom smith (northampton saints)  jason white (sale sharks).,No
borders 19-20 ulster ulster clung on for a morale-boosting celtic league win over bottom club borders at netherdale on friday night.  a late try by borders substitute jonny weston had set up a dramatic finish  but the scottish side could not complete the fightback. ulster had led 20-6 with tries from paul steinmetz and bryn cunningham. but the irish province failed to add to the tally in the second half and ended up relieved to get the win to lift them to eighth place in the table. borders had edged ahead with a sixth-minute penalty by charlie hore - only to hand the visitors the initiative via a gift try. calum macrae surrendered possession before centre steinmetz sent a chip into the danger zone. substitute joe pattison - who had come on for the injured gareth morton - wrongly thought the ball was trickling out of play and eased up on the chase.  the speedy steinmetz had other ideas and he raced up to get the vital touch in the nick of time  giving adam larkin an easy conversion. ally warnock clawed back three points for borders  but they were soon hit by another double-blow. first  mark blair was yellow carded for killing the ball on the ground and then full-back cunningham bagged the second touchdown in the wake of fine work by skipper andy ward. larkin again added the extras. even worse was to come for borders when larkin kicked two more penalties just before the break  the second of which also led to kelly brown being sin-binned. the hosts gave themselves a glimmer of hope immediately after the restart  however  when warnock struck a penalty at the other end. and he repeated the feat to set up the tense finale. ulster coach mark mccall said he was delighted to get the victory.  borders are a tougher proposition this year in spite of the fact that they have not had a victory in some time   said mccall.  in the first 20 minutes we were edgy but in the second 20 minutes we played some of our best rugby this season and scored two good tries.   morton  moffat  macrae  hore  berthinussen  warnock  moore  thomson  ford  douglas  blair  stewart  gray  brown  mcentee.  kay  parr  mcgee  rennick  weston  millar  pattison.  cunningham  maxwell  bell  steinmetz  howe  larkin  campbell  s. best  shields  moore  frost  mccullough  ward  feather  n. best.  brady  mccormick  longwell  browne  doak  s. young  bowe.  phil fear (wru),"['Football', 'Soccer', 'Technology', 'Business']","[0.8905559182167053, 0.04872297868132591, 0.03368483856320381, 0.027036266401410103]",borders 19-20 ulster ulster clung on for a morale-boosting celtic league win over bottom club borders at netherdale on friday night.  a late try by borders substitute jonny weston had set up a dramatic finish  but the scottish side could not complete the fightback. ulster had led 20-6 with tries from paul steinmetz and bryn cunningham. but the irish province failed to add to the tally in the second half and ended up relieved to get the win to lift them to eighth place in the table. borders had edged ahead with a sixth-minute penalty by charlie hore - only to hand the visitors the initiative via a gift try. calum macrae surrendered possession before centre steinmetz sent a chip into the danger zone. substitute joe pattison - who had come on for the injured gareth morton - wrongly thought the ball was trickling out of play and eased up on the chase.  the speedy steinmetz had other ideas and he raced up to get the vital touch in the nick of time  giving adam larkin an easy conversion. ally warnock clawed back three points for borders  but they were soon hit by another double-blow. first  mark blair was yellow carded for killing the ball on the ground and then full-back cunningham bagged the second touchdown in the wake of fine work by skipper andy ward. larkin again added the extras. even worse was to come for borders when larkin kicked two more penalties just before the break  the second of which also led to kelly brown being sin-binned. the hosts gave themselves a glimmer of hope immediately after the restart  however  when warnock struck a penalty at the other end. and he repeated the feat to set up the tense finale. ulster coach mark mccall said he was delighted to get the victory.  borders are a tougher proposition this year in spite of the fact that they have not had a victory in some time   said mccall.  in the first 20 minutes we were edgy but in the second 20 minutes we played some of our best rugby this season and scored two good tries.   morton  moffat  macrae  hore  berthinussen  warnock  moore  thomson  ford  douglas  blair  stewart  gray  brown  mcentee.  kay  parr  mcgee  rennick  weston  millar  pattison.  cunningham  maxwell  bell  steinmetz  howe  larkin  campbell  s. best  shields  moore  frost  mccullough  ward  feather  n. best.  brady  mccormick  longwell  browne  doak  s. young  bowe.  phil fear (wru),No
tigers wary of farrell  gamble  leicester say they will not be rushed into making a bid for andy farrell should the great britain rugby league captain decide to switch codes.   we and anybody else involved in the process are still some way away from going to the next stage   tigers boss john wells told bbc radio leicester.  at the moment  there are still a lot of unknowns about andy farrell  not least his medical situation.  whoever does take him on is going to take a big  big gamble.  farrell  who has had persistent knee problems  had an operation on his knee five weeks ago and is expected to be out for another three months. leicester and saracens are believed to head the list of rugby union clubs interested in signing farrell if he decides to move to the 15-man game.  if he does move across to union  wells believes he would better off playing in the backs  at least initially.  i m sure he could make the step between league and union by being involved in the centre   said wells.  i think england would prefer him to progress to a position in the back row where they can make use of some of his rugby league skills within the forwards.  the jury is out on whether he can cross that divide.  at this club  the balance will have to be struck between the cost of that gamble and the option of bringing in a ready-made replacement.,"['Football', 'Business', 'Soccer', 'Technology']","[0.9545243382453918, 0.021659476682543755, 0.015272113494575024, 0.008544092997908592]",tigers wary of farrell  gamble  leicester say they will not be rushed into making a bid for andy farrell should the great britain rugby league captain decide to switch codes.   we and anybody else involved in the process are still some way away from going to the next stage   tigers boss john wells told bbc radio leicester.  at the moment  there are still a lot of unknowns about andy farrell  not least his medical situation.  whoever does take him on is going to take a big  big gamble.  farrell  who has had persistent knee problems  had an operation on his knee five weeks ago and is expected to be out for another three months. leicester and saracens are believed to head the list of rugby union clubs interested in signing farrell if he decides to move to the 15-man game.  if he does move across to union  wells believes he would better off playing in the backs  at least initially.  i m sure he could make the step between league and union by being involved in the centre   said wells.  i think england would prefer him to progress to a position in the back row where they can make use of some of his rugby league skills within the forwards.  the jury is out on whether he can cross that divide.  at this club  the balance will have to be struck between the cost of that gamble and the option of bringing in a ready-made replacement.,No
